ID,NAME,CR,TYPE,SIZE,ALIGNMENT,HABITAT,SOURCE,URL
22360,Animated Table,2,Construct,Large,Unaligned,,Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/22360-animated-table
3276636,Animatronic Allosaurus,2,Construct,Large,Unaligned,,Keys From The Golden Vault,https://www.dndbeyond.com/monsters/3276636-animatronic-allosaurus
5194897,Ankheg,2,Monstrosity,Large,Unaligned,"Forest, Grassland",Monster Manual,https://www.dndbeyond.com/monsters/5194897-ankheg
16787,Ankheg,2,Monstrosity,Large,Unaligned,"Forest, Grassland",Basic Rules (2014),https://www.dndbeyond.com/monsters/16787-ankheg
5194898,Ankylosaurus,3,Beast (Dinosaur),Huge,Unaligned,Grassland,Monster Manual,https://www.dndbeyond.com/monsters/5194898-ankylosaurus
17088,Ankylosaurus,3,Beast,Huge,Unaligned,Grassland,Basic Rules (2014),https://www.dndbeyond.com/monsters/17088-ankylosaurus
33282,Ankylosaurus Zombie,3,Undead,Huge,Unaligned,,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/33282-ankylosaurus-zombie
2560722,Annis Hag,6,Fey,Large,Typically Chaotic Evil,"Hill, Mountain",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560722-annis-hag
17271,Annis Hag,6,Fey,Large,Chaotic Evil,"Hill, Mountain",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17271-annis-hag
909470,Anvilwrought Raptor,1/2,Construct,Tiny,Unaligned,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909470-anvilwrought-raptor
4775801,Ape,1/2,Beast,Medium,Unaligned,Forest,Monster Manual,https://www.dndbeyond.com/monsters/4775801-ape
16788,Ape,1/2,Beast,Medium,Unaligned,Forest,Basic Rules (2014),https://www.dndbeyond.com/monsters/16788-ape
909471,Aphemia,5,Monstrosity,Medium,Chaotic Evil,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909471-aphemia
2560723,Apprentice Wizard,1/4,Humanoid,Medium,Any Alignment,Urban,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560723-apprentice-wizard
17325,Apprentice Wizard,1/4,Humanoid (Any Race),Medium,Any Alignment,Urban,Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17325-apprentice-wizard
909472,Arasta,21,Monstrosity,Huge,Neutral Evil,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909472-arasta
5194899,Arcanaloth,12,Fiend (Yugoloth),Medium,Neutral Evil,Planar (Lower Planes),Monster Manual,https://www.dndbeyond.com/monsters/5194899-arcanaloth
17109,Arcanaloth,12,Fiend (Yugoloth),Medium,Neutral Evil,,Monster Manual (2014),https://www.dndbeyond.com/monsters/17109-arcanaloth
301430,Arcanaloth (summoner variant),12,Fiend (Yugoloth),Medium,Neutral Evil,,Monster Manual (2014),https://www.dndbeyond.com/monsters/301430-arcanaloth-summoner-variant
2160296,Archaic,18,Celestial,Gargantuan,Typically Neutral,,Strixhaven: A Curriculum Of Chaos,https://www.dndbeyond.com/monsters/2160296-archaic
2560724,Archdruid,12,Humanoid (Druid),Medium,Any Alignment,"Forest, Mountain, Swamp, Underwater",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560724-archdruid
17326,Archdruid,12,Humanoid (Any Race),Medium,Any Alignment,"Forest, Mountain, Swamp, Underwater",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17326-archdruid
417081,Archduke Zariel of Avernus,26,Fiend (Devil),Large,Lawful Evil,,Baldur’S Gate: Descent Into Avernus,https://www.dndbeyond.com/monsters/417081-archduke-zariel-of-avernus
5194901,Archelon,4,Beast (Dinosaur),Huge,Unaligned,Underwater,Monster Manual,https://www.dndbeyond.com/monsters/5194901-archelon
2560725,Archer,3,Humanoid,Medium,Any Alignment,"Forest, Urban",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560725-archer
17327,Archer,3,Humanoid (Any Race),Medium,Any Alignment,"Forest, Urban",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17327-archer
5194900,Arch-hag,21,Fey,Large,Neutral Evil,Any,Monster Manual,https://www.dndbeyond.com/monsters/5194900-arch-hag
5194902,Archmage,12,Humanoid (Wizard),Medium or Small,Neutral,Any,Monster Manual,https://www.dndbeyond.com/monsters/5194902-archmage
16789,Archmage,12,Humanoid (Any Race),Medium,Any Alignment,Urban,Basic Rules (2014),https://www.dndbeyond.com/monsters/16789-archmage
3852128,Archon of Boundaries,15,Celestial,Huge,Typically Lawful Good,,Monstrous Compendium Vol. 4: Eldraine Creatures,https://www.dndbeyond.com/monsters/3852128-archon-of-boundaries
909473,Archon of Falling Stars,12,Celestial,Medium,Lawful Good,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909473-archon-of-falling-stars
175270,Archon of the Triumvirate,14,Celestial,Medium,Lawful Neutral,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175270-archon-of-the-triumvirate
5194903,Archpriest,12,Humanoid (Cleric),Medium or Small,Neutral,Any,Monster Manual,https://www.dndbeyond.com/monsters/5194903-archpriest
175275,Arclight Phoenix,12,Elemental,Medium,Chaotic Neutral,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175275-arclight-phoenix
278045,Arcturia,21,Undead,Medium,Any Evil Alignment,,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/278045-arcturia
416910,Arkhan the Cruel,16,Humanoid (Dragonborn),Medium,Lawful Evil,,Baldur’S Gate: Descent Into Avernus,https://www.dndbeyond.com/monsters/416910-arkhan-the-cruel
2560726,Armanite,7,Fiend (Demon),Large,Typically Chaotic Evil,Underdark,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560726-armanite
94186,Armanite,7,Fiend (Demon),Large,Chaotic Evil,Underdark,Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/94186-armanite
273115,Armored Troglodyte,1/4,Humanoid (Troglodyte),Medium,Chaotic Evil,Underdark,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/273115-armored-troglodyte
1528955,Arrant Quill,11,Humanoid (Human),Medium,Neutral Evil,,Candlekeep Mysteries,https://www.dndbeyond.com/monsters/1528955-arrant-quill
2160297,Art Elemental Mascot,1/4,Elemental,Small,Typically Neutral,,Strixhaven: A Curriculum Of Chaos,https://www.dndbeyond.com/monsters/2160297-art-elemental-mascot
33005,Artus Cimber,7,Humanoid (Human),Medium,Neutral Good,,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/33005-artus-cimber
1123061,Aruk Thundercaller Thuunlakalaga,3,Humanoid (Goliath),Medium,Any Alignment,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123061-aruk-thundercaller-thuunlakalaga
287872,Ash Zombie,1/4,Undead,Medium,Neutral Evil,Urban,Lost Mine Of Phandelver,https://www.dndbeyond.com/monsters/287872-ash-zombie
273441,Asha Vandree,2,Humanoid (Drow),Medium,Any Alignment,Urban,Out Of The Abyss,https://www.dndbeyond.com/monsters/273441-asha-vandree
285756,Asharra,2,Humanoid (Aarakocra),Medium,Lawful Neutral,Mountain,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/285756-asharra
3276637,Ashen Animated Armor,1,Elemental,Medium,Lawful Evil,,Keys From The Golden Vault,https://www.dndbeyond.com/monsters/3276637-ashen-animated-armor
3276638,Ashen Flying Sword,1/4,Elemental,Small,Lawful Evil,,Keys From The Golden Vault,https://www.dndbeyond.com/monsters/3276638-ashen-flying-sword
3276639,Ashen Knight,3,Elemental (Any Race),Medium,Lawful Evil,,Keys From The Golden Vault,https://www.dndbeyond.com/monsters/3276639-ashen-knight
909474,Ashen Rider,16,Celestial,Medium,Lawful Evil,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909474-ashen-rider
3276640,Ashen Shambling Mound,5,Elemental,Large,Lawful Evil,,Keys From The Golden Vault,https://www.dndbeyond.com/monsters/3276640-ashen-shambling-mound
3276641,Ashen Veteran,3,Elemental,Medium,Lawful Evil,,Keys From The Golden Vault,https://www.dndbeyond.com/monsters/3276641-ashen-veteran
3276642,Ashen Warhorse,1/2,Elemental,Large,Lawful Evil,,Keys From The Golden Vault,https://www.dndbeyond.com/monsters/3276642-ashen-warhorse
2059705,Aspect of Bahamut,30,Dragon (Metallic),Gargantuan,Lawful Good,,Fizban'S Treasury Of Dragons,https://www.dndbeyond.com/monsters/2059705-aspect-of-bahamut
2059706,Aspect of Tiamat,30,Dragon (Chromatic),Gargantuan,Chaotic Evil,,Fizban'S Treasury Of Dragons,https://www.dndbeyond.com/monsters/2059706-aspect-of-tiamat
3960599,Aspirant of the Comet,1/2,Humanoid,Medium,Any Alignment,,The Book Of Many Things,https://www.dndbeyond.com/monsters/3960599-aspirant-of-the-comet
5194904,Assassin,8,Humanoid,Medium or Small,Neutral,Any,Monster Manual,https://www.dndbeyond.com/monsters/5194904-assassin
16790,Assassin,8,Humanoid (Any Race),Medium,Any Non-Good Alignment,Urban,Basic Rules (2014),https://www.dndbeyond.com/monsters/16790-assassin
588524,Assassin Bug,3,Monstrosity,Medium,Neutral,,Mordenkainen'S Fiendish Folio Volume 1,https://www.dndbeyond.com/monsters/588524-assassin-bug
33010,Assassin Vine,3,Plant,Large,Unaligned,,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/33010-assassin-vine
3960600,Asteria,18,"Humanoid (Human, Paladin)",Medium,Chaotic Good,,The Book Of Many Things,https://www.dndbeyond.com/monsters/3960600-asteria
2506147,Asteroid Spider,15,Monstrosity,Gargantuan,Typically Neutral Evil,,Monstrous Compendium Vol. 1: Spelljammer Creatures,https://www.dndbeyond.com/monsters/2506147-asteroid-spider
2821149,Astral Blight,1,Plant,Medium,Unaligned,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821149-astral-blight
2560727,Astral Dreadnought,21,Monstrosity (Titan),Gargantuan,Unaligned,,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560727-astral-dreadnought
93789,Astral Dreadnought,21,Monstrosity (Titan),Gargantuan,Unaligned,,Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/93789-astral-dreadnought
2821150,Astral Elf Aristocrat,8,Humanoid (Wizard),Medium,Any Alignment,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821150-astral-elf-aristocrat
2821151,Astral Elf Commander,7,Humanoid,Medium,Any Alignment,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821151-astral-elf-commander
2821152,Astral Elf Honor Guard,5,Humanoid,Medium,Any Alignment,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821152-astral-elf-honor-guard
2821153,Astral Elf Star Priest,5,Humanoid (Cleric),Medium,Any Alignment,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821153-astral-elf-star-priest
2821154,Astral Elf Warrior,3,Humanoid,Medium,Any Alignment,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821154-astral-elf-warrior
275717,Astyrranthor,17,Dragon,Huge,Chaotic Evil,"Hill, Mountain",Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/275717-astyrranthor
3883517,Athar Null,5,Humanoid,Medium or Small,Any Alignment,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883517-athar-null
33015,Atropal,13,Undead (Titan),Huge,Neutral Evil,,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/33015-atropal
27564,Augrek Brighthelm,,Humanoid (Dwarf),Medium,Lawful Good,,Storm King'S Thunder,https://www.dndbeyond.com/monsters/27564-augrek-brighthelm
3081099,Aurak Draconian,6,Monstrosity (Sorcerer),Medium,Typically Lawful Evil,,Dragonlance: Shadow Of The Dragon Queen,https://www.dndbeyond.com/monsters/3081099-aurak-draconian
175815,Aurelia,23,Celestial (Angel),Medium,Lawful Good,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175815-aurelia
1123062,Auril (First Form),9,Monstrosity,Medium,Neutral Evil,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123062-auril-first-form
1123063,Auril (Second Form),10,Elemental,Large,Neutral Evil,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123063-auril-second-form
1123064,Auril (Third Form),11,Elemental,Small,Neutral Evil,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123064-auril-third-form
3960601,Aurnozci,22,Fiend (Demon),Gargantuan,Chaotic Evil,,The Book Of Many Things,https://www.dndbeyond.com/monsters/3960601-aurnozci
2560728,Aurochs,2,Beast (Cattle),Large,Unaligned,"Grassland, Hill, Mountain",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560728-aurochs
17320,Aurochs,2,Beast,Large,Unaligned,"Grassland, Hill, Mountain",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17320-aurochs
3883518,Aurumach Rilmani,17,Celestial,Large,Typically Neutral,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883518-aurumach-rilmani
2739093,Aurumvorax,2,Monstrosity,Small,Unaligned,,Journeys Through The Radiant Citadel,https://www.dndbeyond.com/monsters/2739093-aurumvorax
2739092,Aurumvorax Den Leader,4,Monstrosity,Medium,Unaligned,,Journeys Through The Radiant Citadel,https://www.dndbeyond.com/monsters/2739092-aurumvorax-den-leader
359970,Auspicia Dran,2,Humanoid (Half-Elf),Medium,Neutral Good,,Acquisitions Incorporated,https://www.dndbeyond.com/monsters/359970-auspicia-dran
2821155,Autognome,2,Construct,Small,Any Alignment,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821155-autognome
2560729,Autumn Eladrin,10,Fey (Elf),Medium,Typically Chaotic Neutral,Forest,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560729-autumn-eladrin
96541,Autumn Eladrin,10,Fey (Elf),Medium,Chaotic Neutral,Forest,Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/96541-autumn-eladrin
1123065,Avarice,7,Humanoid (Tiefling),Medium,Lawful Evil,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123065-avarice
27734,Avatar of Death,,Undead,Medium,Neutral Evil,,Dungeon Master’S Guide (2014),https://www.dndbeyond.com/monsters/27734-avatar-of-death
280314,Avi,2,Humanoid,Medium,Neutral Good,Urban,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/280314-avi
3883519,Avoral Guardinal,9,Celestial,Medium,Typically Neutral Good,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883519-avoral-guardinal
5194905,Awakened Shrub,0,Plant,Small,Neutral,Forest,Monster Manual,https://www.dndbeyond.com/monsters/5194905-awakened-shrub
16791,Awakened Shrub,0,Plant,Small,Unaligned,Forest,Basic Rules (2014),https://www.dndbeyond.com/monsters/16791-awakened-shrub
5194906,Awakened Tree,2,Plant,Huge,Neutral,Forest,Monster Manual,https://www.dndbeyond.com/monsters/5194906-awakened-tree
16792,Awakened Tree,2,Plant,Huge,Unaligned,Forest,Basic Rules (2014),https://www.dndbeyond.com/monsters/16792-awakened-tree
1123066,Awakened White Moose,3,Beast,Large,Neutral Evil,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123066-awakened-white-moose
17398,Awakened Zurkhwood,2,Plant,Huge,Unaligned,,Out Of The Abyss,https://www.dndbeyond.com/monsters/17398-awakened-zurkhwood
5194907,Axe Beak,1/4,Monstrosity,Large,Unaligned,"Arctic, Grassland, Hill",Monster Manual,https://www.dndbeyond.com/monsters/5194907-axe-beak
16793,Axe Beak,1/4,Beast,Large,Unaligned,"Grassland, Hill",Basic Rules (2014),https://www.dndbeyond.com/monsters/16793-axe-beak
297941,Axe of Mirabar Veteran,3,Humanoid (Dwarf),Medium,Any Alignment,"Arctic, Coastal, Forest, Grassland, Hill, Mountain, Underdark, Urban",Storm King'S Thunder,https://www.dndbeyond.com/monsters/297941-axe-of-mirabar-veteran
17467,Azbara Jos,4,Humanoid (Human),Medium,Lawful Evil,,Tyranny Of Dragons,https://www.dndbeyond.com/monsters/17467-azbara-jos
16794,Azer,2,Elemental,Medium,Lawful Neutral,,Basic Rules (2014),https://www.dndbeyond.com/monsters/16794-azer
5194908,Azer Pyromancer,6,Elemental,Medium,Lawful Neutral,"Mountain, Planar (Elemental Plane of Fire)",Monster Manual,https://www.dndbeyond.com/monsters/5194908-azer-pyromancer
5194909,Azer Sentinel,2,Elemental,Medium,Lawful Neutral,"Mountain, Planar (Elemental Plane of Fire)",Monster Manual,https://www.dndbeyond.com/monsters/5194909-azer-sentinel
2821157,B’rohg,6,Giant,Huge,Any Alignment,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821157-brohg
3081100,Baaz Draconian,1/2,Monstrosity,Medium,Typically Lawful Evil,,Dragonlance: Shadow Of The Dragon Queen,https://www.dndbeyond.com/monsters/3081100-baaz-draconian
17361,Baba Lysaga,11,Humanoid,Medium,Chaotic Evil,,Curse Of Strahd,https://www.dndbeyond.com/monsters/17361-baba-lysaga
17357,Baba Lysaga’s Creeping Hut,11,Construct,Gargantuan,Unaligned,,Curse Of Strahd,https://www.dndbeyond.com/monsters/17357-baba-lysagas-creeping-hut
2560730,Babau,4,Fiend (Demon),Medium,Typically Chaotic Evil,"Underdark, Urban",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560730-babau
17234,Babau,4,Fiend (Demon),Medium,Chaotic Evil,"Underdark, Urban",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17234-babau
5194910,Baboon,0,Beast,Small,Unaligned,"Forest, Hill",Monster Manual,https://www.dndbeyond.com/monsters/5194910-baboon
16795,Baboon,0,Beast,Small,Unaligned,"Forest, Hill",Basic Rules (2014),https://www.dndbeyond.com/monsters/16795-baboon
4775802,Badger,0,Beast,Tiny,Unaligned,Forest,Monster Manual,https://www.dndbeyond.com/monsters/4775802-badger
16796,Badger,0,Beast,Tiny,Unaligned,Forest,Basic Rules (2014),https://www.dndbeyond.com/monsters/16796-badger
2560731,Bael,19,Fiend (Devil),Large,Lawful Evil,,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560731-bael
95107,Bael,19,Fiend (Devil),Large,Lawful Evil,,Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/95107-bael
3883520,Baernaloth,17,Fiend (Yugoloth),Large,Typically Neutral Evil,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883520-baernaloth
3730989,Bag Jelly,1,Ooze,Medium,Unaligned,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3730989-bag-jelly
285894,Bag of Nails,8,Humanoid (Any Race),Medium,Chaotic Neutral,Urban,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/285894-bag-of-nails
1528956,Bak Mei,13,Humanoid (Human),Medium,Lawful Evil,,Candlekeep Mysteries,https://www.dndbeyond.com/monsters/1528956-bak-mei
2739094,Bakunawa,12,Dragon,Gargantuan,Typically Neutral,,Journeys Through The Radiant Citadel,https://www.dndbeyond.com/monsters/2739094-bakunawa
2560732,Balhannoth,11,Aberration,Large,Typically Chaotic Evil,"Coastal, Mountain, Underdark",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560732-balhannoth
93804,Balhannoth,11,Aberration,Large,Chaotic Evil,"Coastal, Mountain, Underdark",Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/93804-balhannoth
5194911,Balor,19,Fiend (Demon),Huge,Chaotic Evil,Planar (Abyss),Monster Manual,https://www.dndbeyond.com/monsters/5194911-balor
16797,Balor,19,Fiend (Demon),Huge,Chaotic Evil,,Basic Rules (2014),https://www.dndbeyond.com/monsters/16797-balor
301565,Balor (Summoner Variant),19,Fiend (Demon),Huge,Chaotic Evil,,Monster Manual (2014),https://www.dndbeyond.com/monsters/301565-balor-summoner-variant
2560733,Banderhobb,5,Monstrosity,Large,Typically Neutral Evil,Urban,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560733-banderhobb
17217,Banderhobb,5,Monstrosity,Large,Neutral Evil,Urban,Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17217-banderhobb
