ID,NAME,SLUG,NAME_LOWER,RARITY,TYPE,ATTUNEMENT,NOTES,SOURCE,URL,SOURCE_SHORT
4712,Potion of Poison,potion-of-poison,potion of poison,Uncommon,Potion,,"Consumable, Cursed",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4712-potion-of-poison,xdmg
4714,Potion of Speed,potion-of-speed,potion of speed,Very Rare,Potion,,"Buff, Movement, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4714-potion-of-speed,xdmg
4715,Potion of Water Breathing,potion-of-water-breathing,potion of water breathing,Uncommon,Potion,,"Breathe Underwater, Buff, Utility, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4715-potion-of-water-breathing,xdmg
4716,Restorative Ointment,restorative-ointment,restorative ointment,Uncommon,Wondrous Item,,"Bonus: Hit Points, Ceases Poison, Cures Diseases, Healing, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4716-restorative-ointment,xdmg
4717,Ring of Animal Influence,ring-of-animal-influence,ring of animal influence,Rare,Ring,,"Control, Communication, Utility, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4717-ring-of-animal-influence,xdmg
4718,Ring of Djinni Summoning,ring-of-djinni-summoning,ring of djinni summoning,Legendary,Ring,Required,"Summoning, Control, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4718-ring-of-djinni-summoning,xdmg
4719,Ring of Elemental Command (Air),ring-of-elemental-command-(air),ring of elemental command (air),Legendary,Ring,Required,"Resistance: Lightning, Set: Innate Speed (Flying), Control, Movement, Warding, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4719-ring-of-air-elemental-command,xdmg
4720,Ring of Evasion,ring-of-evasion,ring of evasion,Rare,Ring,Required,"Warding, Jewelry",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4720-ring-of-evasion,xdmg
4721,Ring of Feather Falling,ring-of-feather-falling,ring of feather falling,Rare,Ring,Required,"Movement, Warding, Jewelry",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4721-ring-of-feather-falling,xdmg
4722,Ring of Free Action,ring-of-free-action,ring of free action,Rare,Ring,Required,"Negates Difficult Terrain, Magical Speed Reduction, Immune: Paralyzed or Restrained (Magical Sources), Movement, Warding, Jewelry",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4722-ring-of-free-action,xdmg
4723,Ring of Invisibility,ring-of-invisibility,ring of invisibility,Legendary,Ring,Required,"Invisible, Deception, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4723-ring-of-invisibility,xdmg
4724,Ring of Jumping,ring-of-jumping,ring of jumping,Uncommon,Ring,Required,"Buff, Movement, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4724-ring-of-jumping,xdmg
4725,Ring of Mind Shielding,ring-of-mind-shielding,ring of mind shielding,Uncommon,Ring,Required,"Deception, Warding, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4725-ring-of-mind-shielding,xdmg
4726,Ring of Protection,ring-of-protection,ring of protection,Rare,Ring,Required,"Bonus: Armor Class, Bonus: Saving Throws, Warding, Jewelry",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4726-ring-of-protection,xdmg
4727,Ring of Regeneration,ring-of-regeneration,ring of regeneration,Very Rare,Ring,Required,"Regain 1d6 Hit Points Every 10 Minutes, Regrow Lost Body Parts, Healing, Jewelry",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4727-ring-of-regeneration,xdmg
4729,Ring of Shooting Stars,ring-of-shooting-stars,ring of shooting stars,Very Rare,Ring,Required,"Damage, Utility, Combat, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4729-ring-of-shooting-stars,xdmg
4730,Ring of Spell Storing,ring-of-spell-storing,ring of spell storing,Rare,Ring,Required,"Buff, Utility, Jewelry",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4730-ring-of-spell-storing,xdmg
4731,Ring of Spell Turning,ring-of-spell-turning,ring of spell turning,Legendary,Ring,Required,"Advantage: Saving Throws, Warding, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4731-ring-of-spell-turning,xdmg
4732,Ring of Swimming,ring-of-swimming,ring of swimming,Uncommon,Ring,,"Set: Innate Speed (Swimming), Movement, Jewelry",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4732-ring-of-swimming,xdmg
4733,Ring of Telekinesis,ring-of-telekinesis,ring of telekinesis,Very Rare,Ring,Required,"Control, Utility, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4733-ring-of-telekinesis,xdmg
4734,Ring of the Ram,ring-of-the-ram,ring of the ram,Rare,Ring,Required,"Damage: Force, Damage, Control, Combat, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4734-ring-of-the-ram,xdmg
4735,Ring of Three Wishes,ring-of-three-wishes,ring of three wishes,Legendary,Ring,,"Buff, Utility, Consumable, Jewelry",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4735-ring-of-three-wishes,xdmg
4736,Ring of Warmth,ring-of-warmth,ring of warmth,Uncommon,Ring,Required,"Resistance: Cold, Exploration, Warding, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4736-ring-of-warmth,xdmg
4737,Ring of Water Walking,ring-of-water-walking,ring of water walking,Uncommon,Ring,,"Walk on Liquid Surfaces, Movement, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4737-ring-of-water-walking,xdmg
4738,Ring of X-ray Vision,ring-of-x-ray-vision,ring of x-ray vision,Rare,Ring,Required,"See Into and Through Solid Matter Within 30 Feet, Detection, Utility, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4738-ring-of-x-ray-vision,xdmg
4739,Robe of Eyes,robe-of-eyes,robe of eyes,Rare,Wondrous Item,Required,"Advantage: Perception, Set Base: Darkvision, See Invisible (and into Ethereal Plane) within 120 ft., Detection, Outerwear",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4739-robe-of-eyes,xdmg
4740,Robe of Scintillating Colors,robe-of-scintillating-colors,robe of scintillating colors,Very Rare,Wondrous Item,Required,"Stunned, Control, Debuff, Outerwear",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4740-robe-of-scintillating-colors,xdmg
4741,Robe of Stars,robe-of-stars,robe of stars,Very Rare,Wondrous Item,Required,"Bonus: Saving Throws, Teleportation, Damage, Combat, Warding, Outerwear",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4741-robe-of-stars,xdmg
4742,Robe of the Archmagi,robe-of-the-archmagi,robe of the archmagi,Legendary,Wondrous Item,Required,"Set: Unarmored Armor Class, Advantage: Saving Throws, Bonus: Spell Attacks, Bonus: Spell Save DC, sorcerer, warlock, or wizard, Buff, Warding, Outerwear",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4742-robe-of-the-archmagi,xdmg
4743,Robe of Useful Items,robe-of-useful-items,robe of useful items,Uncommon,Wondrous Item,,"Utility, Outerwear",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4743-robe-of-useful-items,xdmg
4744,Rod of Absorption,rod-of-absorption,rod of absorption,Very Rare,Rod,Required,"Utility, Warding",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4744-rod-of-absorption,xdmg
4745,Rod of Alertness,rod-of-alertness,rod of alertness,Very Rare,Rod,Required,"Advantage: Perception, Advantage: Initiative, Bonus: Passive Perception, Detection, Utility, Warding",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4745-rod-of-alertness,xdmg
4746,Rod of Lordly Might,rod-of-lordly-might,rod of lordly might,Legendary,Rod,Required,"Damage, Control, Utility, Exploration, Combat",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4746-rod-of-lordly-might,xdmg
4747,Rod of Rulership,rod-of-rulership,rod of rulership,Rare,Rod,Required,"Charmed, Control",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4747-rod-of-rulership,xdmg
4748,Rod of Security,rod-of-security,rod of security,Very Rare,Rod,,"Healing, Teleportation, Utility",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4748-rod-of-security,xdmg
4749,Rope of Climbing,rope-of-climbing,rope of climbing,Uncommon,Wondrous Item,,"Advantage: Athletics, Movement, Utility, Exploration",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4749-rope-of-climbing,xdmg
4750,Rope of Entanglement,rope-of-entanglement,rope of entanglement,Rare,Wondrous Item,,"Restrained, Control",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4750-rope-of-entanglement,xdmg
4751,Scarab of Protection,scarab-of-protection,scarab of protection,Legendary,Wondrous Item,Required,"Advantage: Saving Throws, Warding, Consumable, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4751-scarab-of-protection,xdmg
4752,Scimitar of Speed,scimitar-of-speed,scimitar of speed,Very Rare,Weapon,Required,"Bonus: Magic, Extra Attack as Bonus Action, Damage, Combat, Finesse, Light, Nick",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4752-scimitar-of-speed,xdmg
4754,Shield of Missile Attraction,shield-of-missile-attraction,shield of missile attraction,Rare,Armor,Required,"Resistance: Ranged Attacks, Warding, Cursed",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4754-shield-of-missile-attraction,xdmg
4755,Slippers of Spider Climbing,slippers-of-spider-climbing,slippers of spider climbing,Uncommon,Wondrous Item,Required,"Set: Innate Speed (Climbing), Movement, Footwear",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4755-slippers-of-spider-climbing,xdmg
4756,Sovereign Glue,sovereign-glue,sovereign glue,Legendary,Wondrous Item,,"Utility, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4756-sovereign-glue,xdmg
4757,Spellguard Shield,spellguard-shield,spellguard shield,Very Rare,Armor,Required,"Advantage: Saving Throws, Combat, Warding",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4757-spellguard-shield,xdmg
4759,Sphere of Annihilation,sphere-of-annihilation,sphere of annihilation,Legendary,Wondrous Item,,"Damage: Force, Damage, Control, Combat",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4759-sphere-of-annihilation,xdmg
4760,Staff of Charming,staff-of-charming,staff of charming,Rare,Staff,Required,"Bard, Cleric, Druid, Sorcerer, Warlock, or Wizard, Control, Communication",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4760-staff-of-charming,xdmg
4761,Staff of Fire,staff-of-fire,staff of fire,Very Rare,Staff,Required,"Resistance: Fire, Druid, Sorcerer, Warlock, or Wizard, Damage, Control, Combat, Warding",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4761-staff-of-fire,xdmg
4762,Staff of Frost,staff-of-frost,staff of frost,Very Rare,Staff,Required,"Resistance: Cold, Druid, Sorcerer, Warlock, or Wizard, Damage, Control, Combat, Warding",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4762-staff-of-frost,xdmg
4763,Staff of Healing,staff-of-healing,staff of healing,Rare,Staff,Required,"Bard, Cleric, or Druid, Healing",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4763-staff-of-healing,xdmg
4764,Staff of Power,staff-of-power,staff of power,Very Rare,Staff,Required,"Damage: Force, Bonus: Saving Throws, Bonus: Armor Class, Bonus: Spell Attacks, Bonus: Magic, Sorcerer, Warlock, or Wizard, Damage, Control, Combat, Warding",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4764-staff-of-power,xdmg
4765,Staff of Striking,staff-of-striking,staff of striking,Very Rare,Staff,Required,"Bonus: Magic, Damage: Force, Damage, Combat",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4765-staff-of-striking,xdmg
4766,Staff of Swarming Insects,staff-of-swarming-insects,staff of swarming insects,Rare,Staff,Required,"Bard, Cleric, Druid, Sorcerer, Warlock, or Wizard, Summoning, Control",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4766-staff-of-swarming-insects,xdmg
4767,Staff of the Magi,staff-of-the-magi,staff of the magi,Legendary,Staff,Required,"Bonus: Magic, Bonus: Spell Attacks, Advantage: Saving Throws, Sorcerer, Warlock, or Wizard, Damage, Control, Detection, Combat, Deception, Warding",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4767-staff-of-the-magi,xdmg
4768,Staff of the Python,staff-of-the-python,staff of the python,Uncommon,Staff,Required,"Cleric, Druid, or Warlock, Summoning, Control",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4768-staff-of-the-python,xdmg
4769,Staff of the Woodlands,staff-of-the-woodlands,staff of the woodlands,Rare,Staff,Required,"Bonus: Magic, Bonus: Spell Attacks, Druid, Creation, Control, Communication, Detection, Warding",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4769-staff-of-the-woodlands,xdmg
4770,Staff of Thunder and Lightning,staff-of-thunder-and-lightning,staff of thunder and lightning,Very Rare,Staff,Required,"Bonus: Magic, Deafened, Stunned, Damage, Control, Debuff, Combat",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4770-staff-of-thunder-and-lightning,xdmg
4771,Staff of Withering,staff-of-withering,staff of withering,Rare,Staff,Required,"Damage: Necrotic, Cleric, Druid, or Warlock, Damage, Debuff, Combat",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4771-staff-of-withering,xdmg
4772,Stone of Controlling Earth Elementals,stone-of-controlling-earth-elementals,stone of controlling earth elementals,Rare,Wondrous Item,,Summoning,Basic Rules (2014),https://www.dndbeyond.com/magic-items/4772-stone-of-controlling-earth-elementals,xdmg
4773,Stone of Good Luck,stone-of-good-luck,stone of good luck,Uncommon,Wondrous Item,Required,"Bonus: Ability Checks, Bonus: Saving Throws, Bonus: Initiative, Buff",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4773-stone-of-good-luck-luckstone,xdmg
4774,Sun Blade,sun-blade,sun blade,Rare,Weapon,Required,"Bonus: Magic, Damage: Radiant, Replace Damage Type: Radiant, Weapon Property: Finesse, Damage, Combat, Versatile, Sap",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4774-sun-blade,xdmg
4778,Talisman of Pure Good,talisman-of-pure-good,talisman of pure good,Legendary,Wondrous Item,Required,"Bonus: Spell Attacks, Creature of Good Alignment, Control, Buff, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4778-talisman-of-pure-good,xdmg
4779,Talisman of the Sphere,talisman-of-the-sphere,talisman of the sphere,Legendary,Wondrous Item,Required,"Control, Buff, Utility",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4779-talisman-of-the-sphere,xdmg
4780,Talisman of Ultimate Evil,talisman-of-ultimate-evil,talisman of ultimate evil,Legendary,Wondrous Item,Required,"Bonus: Spell Attacks, Creature of Evil Alignment, Control, Buff, Jewelry",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4780-talisman-of-ultimate-evil,xdmg
4781,Tome of Clear Thought,tome-of-clear-thought,tome of clear thought,Very Rare,Wondrous Item,,"Bonus: Intelligence Score, Bonus: Ability Score Maximum, Buff",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4781-tome-of-clear-thought,xdmg
4782,Tome of Leadership and Influence,tome-of-leadership-and-influence,tome of leadership and influence,Very Rare,Wondrous Item,,"Bonus: Charisma Score, Bonus: Ability Score Maximum, Buff",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4782-tome-of-leadership-and-influence,xdmg
4783,Tome of Understanding,tome-of-understanding,tome of understanding,Very Rare,Wondrous Item,,"Bonus: Wisdom Score, Bonus: Ability Score Maximum, Buff",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4783-tome-of-understanding,xdmg
4784,Trident of Fish Command,trident-of-fish-command,trident of fish command,Uncommon,Weapon,Required,"Damage, Control, Combat, Thrown, Versatile, Topple",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4784-trident-of-fish-command,xdmg
4785,Universal Solvent,universal-solvent,universal solvent,Legendary,Wondrous Item,,"Utility, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4785-universal-solvent,xdmg
4788,Wand of Binding,wand-of-binding,wand of binding,Rare,Wand,Required,"Advantage: Saving Throws, Advantage: Acrobatics, Advantage: Athletics, Spellcaster, Control, Buff",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4788-wand-of-binding,xdmg
4789,Wand of Enemy Detection,wand-of-enemy-detection,wand of enemy detection,Rare,Wand,Required,Detection,Basic Rules (2014),https://www.dndbeyond.com/magic-items/4789-wand-of-enemy-detection,xdmg
4790,Wand of Fear,wand-of-fear,wand of fear,Rare,Wand,Required,"Frightened, Control",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4790-wand-of-fear,xdmg
4791,Wand of Fireballs,wand-of-fireballs,wand of fireballs,Rare,Wand,Required,"Spellcaster, Damage, Combat",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4791-wand-of-fireballs,xdmg
4792,Wand of Lightning Bolts,wand-of-lightning-bolts,wand of lightning bolts,Rare,Wand,Required,"Spellcaster, Damage, Combat",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4792-wand-of-lightning-bolts,xdmg
4793,Wand of Magic Detection,wand-of-magic-detection,wand of magic detection,Uncommon,Wand,,Detection,Basic Rules (2014),https://www.dndbeyond.com/magic-items/4793-wand-of-magic-detection,xdmg
4794,Wand of Magic Missiles,wand-of-magic-missiles,wand of magic missiles,Uncommon,Wand,,"Damage, Combat",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4794-wand-of-magic-missiles,xdmg
4795,Wand of Paralysis,wand-of-paralysis,wand of paralysis,Rare,Wand,Required,"Paralyzed, Spellcaster, Control, Debuff",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4795-wand-of-paralysis,xdmg
4796,Wand of Polymorph,wand-of-polymorph,wand of polymorph,Very Rare,Wand,Required,"Spellcaster, Control, Shapechanging",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4796-wand-of-polymorph,xdmg
4797,Wand of Secrets,wand-of-secrets,wand of secrets,Uncommon,Wand,,Detection,Basic Rules (2014),https://www.dndbeyond.com/magic-items/4797-wand-of-secrets,xdmg
