ID,NAME,NAME_LOWER,LEVEL,CASTING_TIME,RANGE,AREA,AREA_SHAPE,COMPONENTS,MATERIAL_COMPONENTS,DURATION,SCHOOL,ATTACK_SAVE,DAMAGE_EFFECT,CLASSES,SOURCE,URL,SOURCE_SHORT,SLUG
2376,Dust Devil,dust devil,2nd,1 Action,60 ft.,5 ft. *,cube,"V, S, M",a pinch of dust,1 Minute,Conjuration,STR Save,Bludgeoning,"[""DRUID"", ""SORCERER"", ""WIZARD"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Elemental Evil Player's Companion,https://www.dndbeyond.com/spells/2376-dust-devil,xge,dust-devil
14870,Far Step,far step,5th,1 Bonus Action,Self,,,V,,1 Minute,Conjuration,,Teleportation,[],,https://www.dndbeyond.com/spells/14870-far-step,xge,far-step
14871,Find Greater Steed,find greater steed,4th,10 Minutes,30 ft.,,,"V, S",,Instantaneous,Conjuration,,Summoning,[],,https://www.dndbeyond.com/spells/14871-find-greater-steed,xge,find-greater-steed
14873,Healing Spirit,healing spirit,2nd,1 Bonus Action,60 ft.,5 ft.,cube,"V, S",,1 Minute,Conjuration,,Healing (...),[],,https://www.dndbeyond.com/spells/14873-healing-spirit,xge,healing-spirit
14877,Infernal Calling,infernal calling,5th,1 Minute,90 ft.,,,"V, S, M",,1 Hour,Conjuration,,Control (...),[],,https://www.dndbeyond.com/spells/14877-infernal-calling,xge,infernal-calling
14878,Infestation,infestation,Cantrip,1 Action,30 ft.,,,"V, S, M",,Instantaneous,Conjuration,CON Save,Poison,[],,https://www.dndbeyond.com/spells/14878-infestation,xge,infestation
14474,Mighty Fortress,mighty fortress,8th,1 Minute,1 mile,,,"V, S, M",,Instantaneous,Conjuration,,Utility,[],,https://www.dndbeyond.com/spells/14474-mighty-fortress,xge,mighty-fortress
14593,Scatter,scatter,6th,1 Action,30 ft.,,,V,,Instantaneous,Conjuration,WIS Save,Control (...),[],,https://www.dndbeyond.com/spells/14593-scatter,xge,scatter
14603,Summon Greater Demon,summon greater demon,4th,1 Action,60 ft.,,,"V, S, M",,1 Hour,Conjuration,,Summoning,[],,https://www.dndbeyond.com/spells/14603-summon-greater-demon,xge,summon-greater-demon
14604,Summon Lesser Demons,summon lesser demons,3rd,1 Action,60 ft.,,,"V, S, M",,1 Hour,Conjuration,,Summoning,[],,https://www.dndbeyond.com/spells/14604-summon-lesser-demons,xge,summon-lesser-demons
14606,Temple of the Gods,temple of the gods,7th,1 Hour,120 ft.,,,"V, S, M",,24 Hours,Conjuration,CHA Save,Creation (...),[],,https://www.dndbeyond.com/spells/14606-temple-of-the-gods,xge,temple-of-the-gods
14613,Thunder Step,thunder step,3rd,1 Action,90 ft.,,,V,,Instantaneous,Conjuration,CON Save,Thunder,[],,https://www.dndbeyond.com/spells/14613-thunder-step,xge,thunder-step
2402,Tidal Wave,tidal wave,3rd,1 Action,120 ft.,,,"V, S, M",a drop of water,Instantaneous,Conjuration,DEX Save,Bludgeoning,"[""DRUID"", ""SORCERER"", ""WIZARD"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Elemental Evil Player's Companion,https://www.dndbeyond.com/spells/2402-tidal-wave,xge,tidal-wave
2408,Watery Sphere,watery sphere,4th,1 Action,90 ft.,5 ft.,sphere,"V, S, M",a droplet of water,1 Minute,Conjuration,STR Save,Restrained (...),"[""DRUID"", ""SORCERER"", ""WIZARD"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Elemental Evil Player's Companion,https://www.dndbeyond.com/spells/2408-watery-sphere,xge,watery-sphere
2618865,Arcane Gate,arcane gate,6th,1 Action,500 ft.,,,"V, S",,10 Minutes,Conjuration,,Teleportation,[],,https://www.dndbeyond.com/spells/2618865-arcane-gate,xphb,arcane-gate
2618871,Arms of Hadar,arms of hadar,1st,1 Action,Self,10 ft.,emanation,"V, S",,Instantaneous,Conjuration,STR Save,Necrotic,[],,https://www.dndbeyond.com/spells/2618871-arms-of-hadar,xphb,arms-of-hadar
2618904,Banishing Smite,banishing smite,5th,1 Bonus Action *,Self,,,V,,1 Minute,Conjuration,CHA Save,Force,[],,https://www.dndbeyond.com/spells/2618904-banishing-smite,xphb,banishing-smite
2618949,Call Lightning,call lightning,3rd,1 Action,120 ft.,60 ft. *,cylinder,"V, S",,10 Minutes,Conjuration,DEX Save,Lightning (...),"[""TEMPEST DOMAIN (PHB)"", ""DRUID"", ""DRUID (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618949-call-lightning,xphb,call-lightning
2618974,Cloud of Daggers,cloud of daggers,2nd,1 Action,60 ft.,5 ft.,cube,"V, S, M",,1 Minute,Conjuration,,Slashing,[],,https://www.dndbeyond.com/spells/2618974-cloud-of-daggers,xphb,cloud-of-daggers
2618976,Cloudkill,cloudkill,5th,1 Action,120 ft.,20 ft.,sphere,"V, S",,10 Minutes,Conjuration,CON Save,Poison,"[""DEATH DOMAIN (DMG)"", ""OATH OF CONQUEST (XGTE)"", ""CIRCLE OF SPORES (TCOE)"", ""THE UNDEAD (VRGTR)"", ""SORCERER"", ""WIZARD"", ""FESTUS DOMAIN"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618976-cloudkill,xphb,cloudkill
2619044,Conjure Animals,conjure animals,3rd,1 Action,60 ft.,,,"V, S",,10 Minutes,Conjuration,DEX Save,Slashing,"[""DRUID"", ""RANGER"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619044-conjure-animals,xphb,conjure-animals
2619045,Conjure Barrage,conjure barrage,3rd,1 Action,Self,60 ft.,cone,"V, S, M",,Instantaneous,Conjuration,DEX Save,Force,[],,https://www.dndbeyond.com/spells/2619045-conjure-barrage,xphb,conjure-barrage
2619046,Conjure Celestial,conjure celestial,7th,1 Action,90 ft.,10 ft. *,cylinder,"V, S",,10 Minutes,Conjuration,DEX Save,Radiant,"[""CLERIC"", ""CLERIC (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619046-conjure-celestial,xphb,conjure-celestial
2619047,Conjure Elemental,conjure elemental,5th,1 Action,60 ft.,,,"V, S",,10 Minutes,Conjuration,,Cold (...),"[""DRUID"", ""WIZARD"", ""CIRCLE OF THE SEA"", ""DRUID (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619047-conjure-elemental,xphb,conjure-elemental
2619048,Conjure Fey,conjure fey,6th,1 Action,60 ft.,,,"V, S",,10 Minutes,Conjuration,Melee,Psychic,"[""DRUID"", ""DRUID (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619048-conjure-fey,xphb,conjure-fey
2619049,Conjure Minor Elementals,conjure minor elementals,4th,1 Action,Self,15 ft.,emanation,"V, S",,10 Minutes,Conjuration,,Acid (...),"[""DRUID"", ""WIZARD"", ""DRUID (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619049-conjure-minor-elementals,xphb,conjure-minor-elementals
2619050,Conjure Volley,conjure volley,5th,1 Action,150 ft.,40 ft. *,cylinder,"V, S, M",,Instantaneous,Conjuration,DEX Save,Force,[],,https://www.dndbeyond.com/spells/2619050-conjure-volley,xphb,conjure-volley
2619051,Conjure Woodland Beings,conjure woodland beings,4th,1 Action,Self,10 ft. *,emanation,"V, S",,10 Minutes,Conjuration,WIS Save,Force,"[""DRUID"", ""RANGER"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619051-conjure-woodland-beings,xphb,conjure-woodland-beings
2619073,Create Food and Water,create food and water,3rd,1 Action,30 ft.,,,"V, S",,Instantaneous,Conjuration,,Creation,"[""ARTIFICER"", ""THE GENIE (TCOE)"", ""CLERIC"", ""PALADIN"", ""FESTUS DOMAIN"", ""OATH OF THE HARVEST (HGTMH1)"", ""OATH OF REVELRY"", ""CLERIC (LEGACY)"", ""PALADIN (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619073-create-food-and-water,xphb,create-food-and-water
2619088,Demiplane,demiplane,8th,1 Action,60 ft.,,,S,,1 Hour,Conjuration,,Utility,"[""SORCERER"", ""WARLOCK"", ""WIZARD"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619088-demiplane,xphb,demiplane
2619100,Dimension Door,dimension door,4th,1 Action,500 ft.,,,V,,Instantaneous,Conjuration,,Teleportation,"[""BARD"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""TRICKERY DOMAIN"", ""OATH OF VENGEANCE"", ""FEY WANDERER"", ""ILLRIGGER"", ""OATH OF THE SPELLDRINKER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619100-dimension-door,xphb,dimension-door
2619154,Drawmij's Instant Summons,drawmij's instant summons,6th,1 Minute,Touch,,,"V, S, M","a sapphire worth 1,000+ GP",Until Dispelled,Conjuration,,Detection (...),"[""WIZARD"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619154-drawmijs-instant-summons,xphb,drawmijs-instant-summons
2619172,Ensnaring Strike,ensnaring strike,1st,1 Bonus Action *,Self,,,V,,1 Minute,Conjuration,STR Save,Piercing,"[""RANGER"", ""OATH OF THE ANCIENTS"", ""RANGER (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619172-ensnaring-strike,xphb,ensnaring-strike
2619186,Entangle,entangle,1st,1 Action,90 ft.,20 ft.,square,"V, S",,1 Minute,Conjuration,STR Save,Restrained,"[""DRUID"", ""RANGER"", ""THE MANY"", ""THE MANY"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619186-entangle,xphb,entangle
2619193,Etherealness,etherealness,7th,1 Action,Self,,,"V, S",,8 Hours,Conjuration,,Buff (...),"[""BARD"", ""CLERIC"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619193-etherealness,xphb,etherealness
2619187,Evard's Black Tentacles,evard's black tentacles,4th,1 Action,90 ft.,20 ft.,square,"V, S, M",a tentacle,1 Minute,Conjuration,STR Save,Bludgeoning,"[""WIZARD"", ""ABERRANT SORCERY"", ""THE MANY"", ""THE MANY"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619187-evards-black-tentacles,xphb,evards-black-tentacles
2618877,Find Familiar,find familiar,1st,1 Hour,10 ft.,,,"V, S, M","burning incense worth 10+ GP, which the spell consumes",Instantaneous,Conjuration,,Summoning,"[""WIZARD"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618877-find-familiar,xphb,find-familiar
2618879,Find Steed,find steed,2nd,1 Action,30 ft.,,,"V, S",,Instantaneous,Conjuration,,Summoning,"[""PALADIN"", ""HIGHWAY RIDER"", ""PALADIN (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618879-find-steed,xphb,find-steed
2618919,Flaming Sphere,flaming sphere,2nd,1 Action,60 ft.,5 ft.,sphere,"V, S, M",a ball of wax,1 Minute,Conjuration,DEX Save,Fire,"[""CIRCLE OF WILDFIRE (TCOE)"", ""DRUID"", ""SORCERER"", ""WIZARD"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)"", ""THE CELESTIAL (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618919-flaming-sphere,xphb,flaming-sphere
2618910,Fog Cloud,fog cloud,1st,1 Action,120 ft.,20 ft.,sphere,"V, S",,1 Hour,Conjuration,,Control (...),"[""TEMPEST DOMAIN (PHB)"", ""THE GENIE (TCOE)"", ""DRUID"", ""RANGER"", ""SORCERER"", ""WIZARD"", ""CIRCLE OF THE SEA"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618910-fog-cloud,xphb,fog-cloud
2618932,Gate,gate,9th,1 Action,60 ft.,,,"V, S, M","a diamond worth 5,000+ GP",1 Minute,Conjuration,,Control (...),"[""CLERIC"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""CLERIC (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618932-gate,xphb,gate
2618944,Giant Insect,giant insect,4th,1 Action,60 ft.,,,"V, S",,10 Minutes,Conjuration,,Summoning,"[""DRUID"", ""CIRCLE OF THE HIVE (HGTMH1)"", ""DRUID (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618944-giant-insect,xphb,giant-insect
2618952,Goodberry,goodberry,1st,1 Action,Self,,,"V, S, M",a sprig of mistletoe,24 Hours,Conjuration,,Healing,"[""DRUID"", ""RANGER"", ""FESTUS DOMAIN"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618952-goodberry,xphb,goodberry
2618955,Grasping Vine,grasping vine,4th,1 Bonus Action,60 ft.,,,"V, S",,1 Minute,Conjuration,Melee,Bludgeoning,[],,https://www.dndbeyond.com/spells/2618955-grasping-vine,xphb,grasping-vine
2618957,Grease,grease,1st,1 Action,60 ft.,10 ft.,square,"V, S, M",a bit of pork rind or butter,1 Minute,Conjuration,DEX Save,Prone,"[""ARTIFICER"", ""SORCERER"", ""WIZARD"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618957-grease,xphb,grease
2619135,Guardian of Faith,guardian of faith,4th,1 Action,30 ft.,,,V,,8 Hours,Conjuration,DEX Save,Radiant,"[""OATH OF THE CROWN (SCAG)"", ""CLERIC"", ""OATH OF DEVOTION"", ""CELESTIAL PATRON"", ""CLERIC (LEGACY)"", ""THE CELESTIAL (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619135-guardian-of-faith,xphb,guardian-of-faith
2618975,Hail of Thorns,hail of thorns,1st,1 Bonus Action *,Self,,,V,,Instantaneous,Conjuration,DEX Save,Piercing,[],,https://www.dndbeyond.com/spells/2618975-hail-of-thorns,xphb,hail-of-thorns
2618983,Heroes' Feast,heroes' feast,6th,10 Minutes,Self,10 ft.,cube,"V, S, M","a gem-encrusted bowl worth 1,000+ GP, which the spell consumes",Instantaneous,Conjuration,,Poisoned (...),"[""BARD"", ""CLERIC"", ""DRUID"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618983-heroes-feast,xphb,heroes-feast
2619162,Hunger of Hadar,hunger of hadar,3rd,1 Action,150 ft.,20 ft. *,sphere,"V, S, M",,1 Minute,Conjuration,DEX Save,Cold (...),[],,https://www.dndbeyond.com/spells/2619162-hunger-of-hadar,xphb,hunger-of-hadar
2619171,Ice Knife,ice knife,1st,1 Action,60 ft.,5 ft. *,sphere,"S, M",a drop of water or a piece of ice,Instantaneous,Conjuration,DEX Save,Piercing (...),"[""DRUID"", ""SORCERER"", ""WIZARD"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619171-ice-knife,xphb,ice-knife
2619177,Incendiary Cloud,incendiary cloud,8th,1 Action,150 ft.,20 ft.,sphere,"V, S",,1 Minute,Conjuration,DEX Save,Fire,"[""DRUID"", ""SORCERER"", ""WIZARD"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619177-incendiary-cloud,xphb,incendiary-cloud
2619183,Insect Plague,insect plague,5th,1 Action,300 ft.,20 ft.,sphere,"V, S, M",a locust,10 Minutes,Conjuration,CON Save,Piercing,"[""TEMPEST DOMAIN (PHB)"", ""NATURE DOMAIN (PHB)"", ""CLERIC"", ""DRUID"", ""SORCERER"", ""FIEND PATRON"", ""CIRCLE OF THE HIVE (HGTMH1)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619183-insect-plague,xphb,insect-plague
2619012,Leomund's Secret Chest,leomund's secret chest,4th,1 Action,Touch,,,"V, S, M","a chest, 3 feet by 2 feet by 2 feet, constructed from rare materials worth 5,000+ GP, and a Tiny replica of the chest made from the same materials worth 50+ GP",Until Dispelled,Conjuration,,Utility,"[""ARCANA DOMAIN (SCAG)"", ""ARTIFICER"", ""WIZARD"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619012-leomunds-secret-chest,xphb,leomunds-secret-chest
2619008,Mage Hand,mage hand,Cantrip,1 Action,30 ft.,,,"V, S",,1 Minute,Conjuration,,Utility,"[""ARTIFICER"", ""BARD"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""ARCANE TRICKSTER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619008-mage-hand,xphb,mage-hand
2619030,Maze,maze,8th,1 Action,60 ft.,,,"V, S",,10 Minutes,Conjuration,,Banishment (...),"[""WIZARD"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619030-maze,xphb,maze
2619133,Misty Step,misty step,2nd,1 Bonus Action,Self,,,V,,Instantaneous,Conjuration,,Teleportation,"[""SORCERER"", ""WARLOCK"", ""WIZARD"", ""OATH OF THE ANCIENTS"", ""OATH OF VENGEANCE"", ""FEY WANDERER"", ""ARCHFEY PATRON"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619133-misty-step,xphb,misty-step
2619110,Mordenkainen's Faithful Hound,mordenkainen's faithful hound,4th,1 Action,30 ft.,,,"V, S, M",a silver whistle,8 Hours,Conjuration,DEX Save,Force,"[""ARTIFICER"", ""WIZARD"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619110-mordenkainens-faithful-hound,xphb,mordenkainens-faithful-hound
2619112,Mordenkainen's Magnificent Mansion,mordenkainen's magnificent mansion,7th,1 Minute,300 ft.,,,"V, S, M",a miniature door worth 15+ GP,24 Hours,Conjuration,,Exploration (...),"[""BARD"", ""WIZARD"", ""BARD (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619112-mordenkainens-magnificent-mansion,xphb,mordenkainens-magnificent-mansion
2618861,Planar Ally,planar ally,6th,10 Minutes,60 ft.,,,"V, S",,Instantaneous,Conjuration,,Summoning,"[""CLERIC"", ""CLERIC (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618861-planar-ally,xphb,planar-ally
2618867,Plane Shift,plane shift,7th,1 Action,Touch,,,"V, S, M","a forked, metal rod worth 250+ GP and attuned to a plane of existence",Instantaneous,Conjuration,,Banishment (...),"[""CLERIC"", ""DRUID"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618867-plane-shift,xphb,plane-shift
2618901,Produce Flame,produce flame,Cantrip,1 Bonus Action,Self,,,"V, S",,10 Minutes,Conjuration,Ranged,Fire,"[""DRUID"", ""DRUID (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618901-produce-flame,xphb,produce-flame
2618998,Sleet Storm,sleet storm,3rd,1 Action,150 ft.,40 ft. *,cylinder,"V, S, M",a miniature umbrella,1 Minute,Conjuration,DEX Save,Prone,"[""TEMPEST DOMAIN (PHB)"", ""THE FATHOMLESS (TCOE)"", ""THE GENIE (TCOE)"", ""DRUID"", ""SORCERER"", ""WIZARD"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618998-sleet-storm,xphb,sleet-storm
2619078,Spirit Guardians,spirit guardians,3rd,1 Action,Self,15 ft.,emanation,"V, S, M",a prayer scroll,10 Minutes,Conjuration,WIS Save,Radiant (...),"[""OATH OF THE CROWN (SCAG)"", ""CLERIC"", ""WAR DOMAIN"", ""CLERIC (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619078-spirit-guardians,xphb,spirit-guardians
2619087,Steel Wind Strike,steel wind strike,5th,1 Action,30 ft.,,,"S, M",,Instantaneous,Conjuration,Melee,Force,[],,https://www.dndbeyond.com/spells/2619087-steel-wind-strike,xphb,steel-wind-strike
2619091,Stinking Cloud,stinking cloud,3rd,1 Action,90 ft.,20 ft.,sphere,"V, S, M",a rotten egg,1 Minute,Conjuration,CON Save,Poisoned,"[""BARD"", ""SORCERER"", ""WIZARD"", ""FIEND PATRON"", ""FESTUS DOMAIN"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619091-stinking-cloud,xphb,stinking-cloud
2619098,Storm of Vengeance,storm of vengeance,9th,1 Action,1 mile,,,"V, S",,1 Minute,Conjuration,CON Save,Thunder (...),"[""DRUID"", ""DRUID (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619098-storm-of-vengeance,xphb,storm-of-vengeance
2619105,Summon Aberration,summon aberration,4th,1 Action,90 ft.,,,"V, S, M",,1 Hour,Conjuration,,Summoning,[],,https://www.dndbeyond.com/spells/2619105-summon-aberration,xphb,summon-aberration
2619106,Summon Beast,summon beast,2nd,1 Action,90 ft.,,,"V, S, M",,1 Hour,Conjuration,,Summoning,[],,https://www.dndbeyond.com/spells/2619106-summon-beast,xphb,summon-beast
2619108,Summon Celestial,summon celestial,5th,1 Action,90 ft.,,,"V, S, M",,1 Hour,Conjuration,,Summoning,[],,https://www.dndbeyond.com/spells/2619108-summon-celestial,xphb,summon-celestial
2619111,Summon Construct,summon construct,4th,1 Action,90 ft.,,,"V, S, M",,1 Hour,Conjuration,,Summoning,[],,https://www.dndbeyond.com/spells/2619111-summon-construct,xphb,summon-construct
2618843,Summon Dragon,summon dragon,5th,1 Action,60 ft.,,,"V, S, M",an object with the image of a dragon engraved on it worth 500+ GP,1 Hour,Conjuration,,,"[""WIZARD"", ""DRACONIC SORCERY"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618843-summon-dragon,xphb,summon-dragon
2619113,Summon Elemental,summon elemental,4th,1 Action,90 ft.,,,"V, S, M",,1 Hour,Conjuration,,Summoning,[],,https://www.dndbeyond.com/spells/2619113-summon-elemental,xphb,summon-elemental
2619115,Summon Fey,summon fey,3rd,1 Action,90 ft.,,,"V, S, M",,1 Hour,Conjuration,,Summoning,[],,https://www.dndbeyond.com/spells/2619115-summon-fey,xphb,summon-fey
2619117,Summon Fiend,summon fiend,6th,1 Action,90 ft.,,,"V, S, M",,1 Hour,Conjuration,,Summoning,[],,https://www.dndbeyond.com/spells/2619117-summon-fiend,xphb,summon-fiend
2618841,Tasha's Bubbling Cauldron,tasha's bubbling cauldron,6th,1 Action,5 ft.,,,"V, S, M",,10 Minutes,Conjuration,,,[],,https://www.dndbeyond.com/spells/2618841-tashas-bubbling-cauldron,xphb,tashas-bubbling-cauldron
2619163,Teleport,teleport,7th,1 Action,10 ft.,,,V,,Instantaneous,Conjuration,,Teleportation,"[""BARD"", ""SORCERER"", ""WIZARD"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619163-teleport,xphb,teleport
2619167,Teleportation Circle,teleportation circle,5th,1 Minute,10 ft.,,,"V, M","rare inks worth 50+ GP, which the spell consumes",1 Round,Conjuration,,Teleportation,"[""ARCANA DOMAIN (SCAG)"", ""BARD"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619167-teleportation-circle,xphb,teleportation-circle
2619169,Tenser's Floating Disk,tenser's floating disk,1st,1 Action,30 ft.,,,"V, S, M",a drop of mercury,1 Hour,Conjuration,,Movement (...),"[""WIZARD"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619169-tensers-floating-disk,xphb,tensers-floating-disk
2619196,Transport via Plants,transport via plants,6th,1 Action,10 ft.,,,"V, S",,1 Minute,Conjuration,,Teleportation,"[""DRUID"", ""DRUID (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619196-transport-via-plants,xphb,transport-via-plants
2619197,Tree Stride,tree stride,5th,1 Action,Self,,,"V, S",,1 Minute,Conjuration,,Movement (...),"[""NATURE DOMAIN (PHB)"", ""DRUID"", ""RANGER"", ""OATH OF THE ANCIENTS"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619197-tree-stride,xphb,tree-stride
2619206,Tsunami,tsunami,8th,1 Minute,1 mile,,,"V, S",,6 Rounds,Conjuration,STR Save,Bludgeoning,"[""DRUID"", ""DRUID (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619206-tsunami,xphb,tsunami
